0,0.099833417
0.000205185,0.099833396
0.001205185,0.099832709
0.002205185,0.099831047
0.003205185,0.099828411
0.004205185,0.099824801
0.005205185,0.099820216
0.006205185,0.099814657
0.007205185,0.099808123
0.008205185,0.099800615
0.009205185,0.099792133
0.010205185,0.099782677
0.011205185,0.099772247
0.012205185,0.099760843
0.013205185,0.099748466
0.014205185,0.099735114
0.015205185,0.099720789
0.016205185,0.099705491
0.017205185,0.099689219
0.018205185,0.099671975
0.019205185,0.099653757
0.020205185,0.099634567
0.021205185,0.099614404
0.022205185,0.099593268
0.023205185,0.099571161
0.024205185,0.099548081
0.025205185,0.09952403
0.026205185,0.099499007
0.027205185,0.099473013
0.028205185,0.099446047
0.029205185,0.099418111
0.030205185,0.099389205
0.031205185,0.099359328
0.032205185,0.099328481
0.033205185,0.099296664
0.034205185,0.099263879
0.035205185,0.099230123
0.036205185,0.0991954
0.037205185,0.099159708
0.038205185,0.099123047
0.039205185,0.099085419
0.040205185,0.099046824
0.041205185,0.099007261
0.042205185,0.098966732
0.043205185,0.098925237
0.044205185,0.098882776
0.045205185,0.098839349
0.046205185,0.098794957
0.047205185,0.098749601
0.048205185,0.09870328
0.049205185,0.098655996
0.050205185,0.098607748
0.051205185,0.098558537
0.052205185,0.098508364
0.053205185,0.09845723
0.054205185,0.098405133
0.055205185,0.098352076
0.056205185,0.098298058
0.057205185,0.098243081
0.058205185,0.098187144
0.059205185,0.098130248
0.060205185,0.098072393
0.061205185,0.098013581
0.062205185,0.097953812
0.063205185,0.097893086
0.064205185,0.097831404
0.065205185,0.097768767
0.066205185,0.097705174
0.067205185,0.097640627
0.068205185,0.097575127
0.069205185,0.097508674
0.070205185,0.097441268
0.071205185,0.09737291
0.072205185,0.097303601
0.073205185,0.097233342
0.074205185,0.097162132
0.075205185,0.097089974
0.076205185,0.097016867
0.077205185,0.096942812
0.078205185,0.096867811
0.079205185,0.096791863
0.080205185,0.096714969
0.081205185,0.09663713
0.082205185,0.096558348
0.083205185,0.096478621
0.084205185,0.096397952
0.085205185,0.096316342
0.086205185,0.09623379
0.087205185,0.096150298
0.088205185,0.096065866
0.089205185,0.095980495
0.090205185,0.095894187
0.091205185,0.095806941
0.092205185,0.095718759
0.093205185,0.095629642
0.094205185,0.09553959
0.095205185,0.095448604
0.096205185,0.095356686
0.097205185,0.095263835
0.098205185,0.095170054
0.099205185,0.095075342
0.100205185,0.094979701
0.101205185,0.094883131
0.102205185,0.094785634
0.103205185,0.09468721
0.104205185,0.094587861
0.105205185,0.094487586
0.106205185,0.094386389
0.107205185,0.094284268
0.108205185,0.094181226
0.109205185,0.094077262
0.110205185,0.093972379
0.111205185,0.093866577
0.112205185,0.093759858
0.113205185,0.093652221
0.114205185,0.093543669
0.115205185,0.093434202
0.116205185,0.093323821
0.117205185,0.093212527
0.118205185,0.093100322
0.119205185,0.092987206
0.120205185,0.092873181
0.121205185,0.092758248
0.122205185,0.092642407
0.123205185,0.09252566
0.124205185,0.092408008
0.125205185,0.092289452
0.126205185,0.092169993
0.127205185,0.092049633
0.128205185,0.091928372
0.129205185,0.091806212
0.130205185,0.091683153
0.131205185,0.091559197
0.132205185,0.091434346
0.133205185,0.0913086
0.134205185,0.09118196
0.135205185,0.091054429
0.136205185,0.090926006
0.137205185,0.090796693
0.138205185,0.090666492
0.139205185,0.090535403
0.140205185,0.090403429
0.141205185,0.090270569
0.142205185,0.090136826
0.143205185,0.090002201
0.144205185,0.089866694
0.145205185,0.089730308
0.146205185,0.089593044
0.147205185,0.089454903
0.148205185,0.089315885
0.149205185,0.089175994
0.150205185,0.089035229
0.151205185,0.088893592
0.152205185,0.088751085
0.153205185,0.088607709
0.154205185,0.088463466
0.155205185,0.088318356
0.156205185,0.088172381
0.157205185,0.088025543
0.158205185,0.087877842
0.159205185,0.087729281
0.160205185,0.087579861
0.161205185,0.087429582
0.162205185,0.087278448
0.163205185,0.087126458
0.164205185,0.086973615
0.165205185,0.08681992
0.166205185,0.086665374
0.167205185,0.086509979
0.168205185,0.086353737
0.169205185,0.086196648
0.170205185,0.086038715
0.171205185,0.085879939
0.172205185,0.085720321
0.173205185,0.085559864
0.174205185,0.085398567
0.175205185,0.085236434
0.176205185,0.085073466
0.177205185,0.084909663
0.178205185,0.084745029
0.179205185,0.084579563
0.180205185,0.084413269
0.181205185,0.084246147
0.182205185,0.084078199
0.183205185,0.083909427
0.184205185,0.083739832
0.185205185,0.083569416
0.186205185,0.083398181
0.187205185,0.083226128
0.188205185,0.083053259
0.189205185,0.082879575
0.190205185,0.082705079
0.191205185,0.082529771
0.192205185,0.082353654
0.193205185,0.08217673
